customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,,,,,,,,,,,,
3561,Emelda,Allbones,Female,15,1968-11-16,Help Desk Operator,Financial Services,Mass Customer,N,!@#$%^&*(),Yes,5,,,,,,,,,,,,
3562,Martynne,Bullivant,Female,76,1973-01-02,Recruiting Manager,n/a,Affluent Customer,N,,No,10,,,,,,,,,,,,
3563,De,Leyband,Female,70,1990-03-12,,Financial Services,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,10,,,,,,,,,,,,
3564,Sandy,Olford,Male,43,1972-05-15,Programmer Analyst IV,n/a,High Net Worth,N,âªâªtestâª,Yes,18,,,,,,,,,,,,
3565,Charyl,Pottiphar,U,14,,Structural Engineer,IT,High Net Worth,N,,Yes,,,,,,,,,,,,,
3566,Bram,Pheasant,Male,96,1976-11-02,Social Worker,Health,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,10,,,,,,,,,,,,
3567,Eileen,Ilchenko,Female,17,1980-09-14,Nurse,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,14,,,,,,,,,,,,
3568,Berthe,Griniov,Female,13,1955-09-15,Nurse,Retail,Affluent Customer,N,1'; DROP TABLE users--,No,5,,,,,,,,,,,,
3569,Janel,Daice,Female,24,1973-05-18,Senior Editor,n/a,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,12,,,,,,,,,,,,
3570,Mordy,Hedin,Male,13,1962-01-31,,Entertainment,Mass Customer,N,1/0,No,7,,,,,,,,,,,,
3571,Othilia,Metcalf,Female,9,1976-06-09,Senior Sales Associate,Property,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,3,,,,,,,,,,,,
3572,Willis,Tilston,Male,54,1986-03-21,Sales Representative,Retail,Affluent Customer,N,1-Feb,Yes,2,,,,,,,,,,,,
3573,Mab,Dwyer,Female,68,1996-10-16,Accounting Assistant I,Manufacturing,Mass Customer,N,-1.00E+02,Yes,3,,,,,,,,,,,,
3574,Eileen,Eland,Female,33,1991-02-05,Clinical Specialist,Health,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,6,,,,,,,,,,,,
3575,Kandace,Desesquelle,Female,82,1973-11-06,Administrative Assistant I,IT,Affluent Customer,N,ðµ ð ð ð,Yes,13,,,,,,,,,,,,
3576,Rochette,Ebbens,Female,10,1969-09-19,Account Coordinator,n/a,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,11,,,,,,,,,,,,
3577,Fowler,Scotsbrook,Male,29,1964-02-18,Staff Scientist,Retail,High Net Worth,N,-1.00E+02,No,10,,,,,,,,,,,,
3578,Dorella,Sineath,Female,57,1956-10-27,Staff Accountant IV,Property,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,12,,,,,,,,,,,,
3579,Rachel,Somes,Female,32,1987-09-15,Software Test Engineer III,Health,High Net Worth,N,ì¸ëë°í ë¥´,No,20,,,,,,,,,,,,
3580,Roby,Samson,Female,61,1972-04-24,Occupational Therapist,Health,Mass Customer,N,,No,10,,,,,,,,,,,,
3581,Lindsy,Ygo,Female,38,1957-07-10,,n/a,Mass Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,Yes,6,,,,,,,,,,,,
3582,Beryle,Qusklay,Female,66,1961-12-11,Media Manager II,Property,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,No,17,,,,,,,,,,,,
3583,Josselyn,Mathey,Female,71,1965-05-27,Assistant Professor,Retail,Affluent Customer,N,â°â´âµâââ,No,5,,,,,,,,,,,,
3584,Adler,Teale,Male,95,1962-01-14,,Health,Mass Customer,N,"__ï¾(,_,*)",No,10,,,,,,,,,,,,
3585,Concordia,Lunbech,Female,41,1962-07-28,,Financial Services,High Net Worth,N,"""'",Yes,20,,,,,,,,,,,,
3586,Abby,Brownstein,Female,79,1979-02-05,Registered Nurse,Health,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,10,,,,,,,,,,,,
3587,Ines,Galfour,Female,85,1997-09-24,,n/a,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,2,,,,,,,,,,,,
3588,Henrie,Beadman,Female,15,1961-06-04,Web Developer III,Health,Affluent Customer,N,,Yes,18,,,,,,,,,,,,
3589,Nalani,Dummer,Female,73,1962-02-19,Computer Systems Analyst II,Health,High Net Worth,N,â¡,No,17,,,,,,,,,,,,
3590,Carolan,Velez,Female,32,1978-04-16,,Manufacturing,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,19,,,,,,,,,,,,
3591,Dwight,Kinsey,Male,15,1978-10-28,Accountant III,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,10,,,,,,,,,,,,
3592,Pall,MacCart,Male,72,1954-04-27,Junior Executive,n/a,Mass Customer,N,á ,No,12,,,,,,,,,,,,
3593,Carry,Abercromby,Female,71,1996-04-10,Legal Assistant,Retail,Mass Customer,N,testâ testâ«,No,5,,,,,,,,,,,,
3594,Gustavo,Juschka,Male,45,1986-01-04,Marketing Assistant,Manufacturing,Mass Customer,N,nil,No,18,,,,,,,,,,,,
3595,Timi,Huson,Female,81,1975-12-06,Software Consultant,Retail,Mass Customer,N,,No,6,,,,,,,,,,,,
3596,Christi,Gilluley,Female,57,1977-12-25,Executive Secretary,Retail,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,20,,,,,,,,,,,,
3597,Giorgi,,Male,71,1954-06-16,Analog Circuit Design manager,Property,Affluent Customer,N,',Yes,16,,,,,,,,,,,,
3598,Penny,McKirdy,Male,72,1994-12-17,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,5,,,,,,,,,,,,
3599,Lane,Maguire,Male,11,1956-02-27,Physical Therapy Assistant,n/a,High Net Worth,N,1.00E+02,Yes,6,,,,,,,,,,,,
3600,Godart,Gooderick,Male,88,1962-05-17,Staff Accountant II,n/a,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,16,,,,,,,,,,,,
3601,Fanya,Gethyn,Female,85,1975-12-23,Junior Executive,IT,Mass Customer,N,nil,No,18,,,,,,,,,,,,
3602,Alicea,Scamwell,Female,23,1988-11-27,Account Coordinator,Health,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,12,,,,,,,,,,,,
3603,Cale,Yaneev,Male,90,1954-09-27,Sales Representative,Retail,Mass Customer,N,1-Feb,Yes,14,,,,,,,,,,,,
3604,Findlay,Lubman,Male,3,1971-04-09,VP Quality Control,Health,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,9,,,,,,,,,,,,
3605,Andy,Risely,Male,54,1994-01-28,Internal Auditor,n/a,Mass Customer,N,TÌÌ,No,6,,,,,,,,,,,,
3606,Jamima,Wainscot,Female,52,1957-02-09,Graphic Designer,n/a,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,15,,,,,,,,,,,,
3607,Troy,Blaydes,Male,99,2001-05-22,Clinical Specialist,Health,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,1,,,,,,,,,,,,
3608,Conway,Surgen,Male,86,1973-05-17,Nurse Practicioner,Argiculture,High Net Worth,N,<script>alert('hi')</script>,No,8,,,,,,,,,,,,
3609,Chicky,Butterfield,Male,69,1997-09-02,Marketing Manager,Manufacturing,Mass Customer,N,0/0,No,4,,,,,,,,,,,,
3610,Erl,Markel,Male,1,1987-03-29,Graphic Designer,Financial Services,High Net Worth,N,â,Yes,16,,,,,,,,,,,,
3611,Uriah,Chantree,Male,20,1970-04-10,Statistician II,n/a,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,10,,,,,,,,,,,,
3612,Normand,Matous,Male,27,1979-11-27,,IT,High Net Worth,N,ç°ä¸,No,15,,,,,,,,,,,,
3613,Fairfax,Pummery,Male,27,1972-04-21,Budget/Accounting Analyst II,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,Yes,9,,,,,,,,,,,,
3614,Berkie,Gimber,Male,59,1961-06-23,Environmental Specialist,Retail,Affluent Customer,N,null,Yes,18,,,,,,,,,,,,
3615,Junia,Napton,Female,63,1978-07-09,Safety Technician II,IT,Mass Customer,N,0/0,Yes,8,,,,,,,,,,,,
3616,Vale,Dagnan,Male,42,2001-04-02,Product Engineer,Property,High Net Worth,N,á ,No,2,,,,,,,,,,,,
3617,Jessa,Milnthorpe,Female,11,1990-05-06,Structural Analysis Engineer,Manufacturing,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,3,,,,,,,,,,,,
3618,Evyn,Rouby,Male,2,1966-04-28,Statistician IV,Retail,Affluent Customer,N,âââ,Yes,19,,,,,,,,,,,,
3619,Myranda,Cridland,Female,18,1996-02-17,Administrative Assistant IV,n/a,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,1,,,,,,,,,,,,
3620,Gerry,Ackhurst,Male,21,1991-07-30,Computer Systems Analyst II,Retail,Mass Customer,N,é¨è½æ ¼,No,5,,,,,,,,,,,,
3621,Umeko,Hearfield,Female,13,1975-01-16,Developer IV,Health,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,15,,,,,,,,,,,,
3622,Anetta,Brosenius,Female,84,1983-09-02,Compensation Analyst,Financial Services,Mass Customer,N,1,No,2,,,,,,,,,,,,
3623,Oren,Barwack,Male,56,1984-11-25,Senior Quality Engineer,Manufacturing,Affluent Customer,N,â«testâ«,Yes,15,,,,,,,,,,,,
3624,Lenka,,Female,54,1984-10-16,Cost Accountant,Financial Services,Mass Customer,N,-$ 1.00,Yes,7,,,,,,,,,,,,
3625,Cammie,Rubinfeld,Female,24,1953-11-30,VP Marketing,Manufacturing,High Net Worth,N,-1,Yes,18,,,,,,,,,,,,
3626,Cora,Hince,Female,86,1978-09-02,Senior Cost Accountant,Financial Services,Mass Customer,N,testâ testâ«,Yes,12,,,,,,,,,,,,
3627,Loren,Pischof,Male,92,1961-08-12,Teacher,Health,High Net Worth,N,,Yes,14,,,,,,,,,,,,
3628,Sharron,Gaynes,Female,47,1974-10-17,Financial Advisor,Financial Services,Mass Customer,N,â©testâ©,Yes,14,,,,,,,,,,,,
3629,Vale,Starcks,Female,17,1976-10-29,Editor,Health,High Net Worth,N,nil,No,22,,,,,,,,,,,,
3630,Jeni,Heymes,Female,16,1978-11-15,Tax Accountant,Property,Affluent Customer,N,",./;'[]\-=",Yes,8,,,,,,,,,,,,
3631,Mignonne,Barwood,Female,76,1962-07-01,Project Manager,IT,High Net Worth,N,ð¾ ð ð ð ð ð ð ð§,Yes,16,,,,,,,,,,,,
3632,Elena,Sandys,Female,82,1990-03-27,Teacher,n/a,Mass Customer,N,Ù¡Ù¢Ù£,No,9,,,,,,,,,,,,
3633,Donavon,Ainsby,Male,32,1983-04-18,Biostatistician III,Health,Mass Customer,N,,No,5,,,,,,,,,,,,
3634,Clemence,Kornas,Female,35,1963-06-01,Speech Pathologist,n/a,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,15,,,,,,,,,,,,
3635,Elset,,Female,51,1977-07-06,VP Marketing,Retail,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,9,,,,,,,,,,,,
3636,Trudi,Bickerstasse,Female,42,1970-06-24,Director of Sales,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì,Yes,18,,,,,,,,,,,,
3637,Luigi,Edgeworth,Male,84,1958-01-01,,Manufacturing,Affluent Customer,N,åè£½æ¼¢èª,Yes,11,,,,,,,,,,,,
3638,Fifi,Dorrins,Female,73,1996-05-04,Associate Professor,Manufacturing,Mass Customer,N,â¡,No,6,,,,,,,,,,,,
3639,Megan,Perrygo,Female,49,1974-01-11,Food Chemist,Health,High Net Worth,N,-0.5,No,15,,,,,,,,,,,,
3640,Merralee,Forman,Female,64,1985-04-28,Staff Scientist,n/a,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,10,,,,,,,,,,,,
3641,Wolfie,Hoyes,Male,78,1975-10-02,Civil Engineer,Manufacturing,Affluent Customer,N,á,No,12,,,,,,,,,,,,
3642,Ardith,Portigall,Female,39,1962-05-21,,n/a,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì,Yes,8,,,,,,,,,,,,
3643,Bettye,Dumberrill,Female,62,1971-02-08,Technical Writer,n/a,Mass Customer,N,-$ 0.50,No,15,,,,,,,,,,,,
3644,Peder,Frotton,Male,13,1968-01-18,Physical Therapy Assistant,Financial Services,High Net Worth,N,-0.5,Yes,17,,,,,,,,,,,,
3645,Cozmo,Rylstone,Male,47,1961-07-04,Structural Analysis Engineer,Manufacturing,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,14,,,,,,,,,,,,
3646,Allene,Pauly,Female,0,1981-10-22,Social Worker,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,4,,,,,,,,,,,,
3647,Carlyle,Frape,Male,62,1971-11-07,Marketing Manager,n/a,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,4,,,,,,,,,,,,
3648,Tracie,Bartolomeoni,Female,82,1954-02-21,Paralegal,Financial Services,Mass Customer,N,1,No,5,,,,,,,,,,,,
3649,Jayne,Gawthrope,Female,66,1977-07-12,Office Assistant II,Property,Mass Customer,N,1.00E+96,Yes,12,,,,,,,,,,,,
3650,Darrelle,Rosas,Female,85,1999-10-21,Office Assistant I,IT,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,2,,,,,,,,,,,,
3651,Baxie,,Male,91,1999-11-15,Human Resources Assistant I,Manufacturing,Mass Customer,N,nil,No,2,,,,,,,,,,,,
3652,Aldrich,Camble,Male,20,1955-02-06,Nurse,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,17,,,,,,,,,,,,
3653,Devlen,Perrett,Male,7,1991-01-04,Environmental Specialist,n/a,Mass Customer,N,!@#$%^&*(),Yes,8,,,,,,,,,,,,
3654,Kenyon,Paddefield,U,78,,Electrical Engineer,Manufacturing,Mass Customer,N,,No,,,,,,,,,,,,,
3655,Waldemar,Mostin,Male,82,1974-06-01,,n/a,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ,Yes,19,,,,,,,,,,,,
3656,Talia,Sidnell,Female,14,1976-12-24,,Property,Mass Customer,N,!@#$%^&*(),Yes,3,,,,,,,,,,,,
3657,Wyatan,Rogeon,Male,95,1961-07-24,,n/a,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,8,,,,,,,,,,,,
3658,Bo,Vell,Male,15,1962-10-20,,Entertainment,Mass Customer,N,,Yes,9,,,,,,,,,,,,
3659,Farra,Catto,Female,76,1976-12-23,VP Sales,Financial Services,High Net Worth,N,â°â´âµ,No,10,,,,,,,,,,,,
3660,Gradeigh,Hothersall,Male,99,1981-03-14,Administrative Assistant IV,Financial Services,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ,No,7,,,,,,,,,,,,
3661,Tadeas,Shitliff,Male,34,1965-12-18,Research Associate,Manufacturing,Mass Customer,N,NIL,Yes,7,,,,,,,,,,,,
3662,Pippo,Cator,Male,79,1977-12-30,Community Outreach Specialist,Retail,Mass Customer,N,â¢,No,15,,,,,,,,,,,,
3663,Hermy,Casement,Male,62,1998-02-10,Information Systems Manager,n/a,Affluent Customer,N,1/0,No,1,,,,,,,,,,,,
3664,Faina,Czaja,Female,5,1990-02-23,Software Test Engineer I,Manufacturing,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,7,,,,,,,,,,,,
3665,Toma,Klaaasen,Female,19,1989-03-23,Dental Hygienist,Health,Mass Customer,N,"'""''''""",No,6,,,,,,,,,,,,
3666,Mathew,Marousek,Male,56,1957-03-27,Statistician II,Health,High Net Worth,N,â¢,No,10,,,,,,,,,,,,
3667,Nettie,Goghin,Female,3,1983-02-06,Graphic Designer,Retail,Mass Customer,N,-1.00E+02,Yes,8,,,,,,,,,,,,
3668,Katlin,Ragsdale,Female,79,1955-02-09,Desktop Support Technician,Property,Mass Customer,N,â¢,Yes,6,,,,,,,,,,,,
3669,Maynard,Isaq,Male,11,1977-06-18,Design Engineer,Manufacturing,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,No,18,,,,,,,,,,,,
3670,Leupold,Bernardini,Male,62,1977-03-20,,Financial Services,Affluent Customer,N,â©testâ©,Yes,17,,,,,,,,,,,,
3671,Crystie,Deshorts,Female,98,1992-01-05,Programmer Analyst III,n/a,Affluent Customer,N,nil,No,7,,,,,,,,,,,,
3672,Werner,Yglesias,Male,32,1987-05-25,,IT,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13,,,,,,,,,,,,
3673,Tobin,Fucher,Male,72,1979-09-28,,Manufacturing,Mass Customer,N,-0.5,Yes,11,,,,,,,,,,,,
3674,Rodger,Gores,Male,59,1998-12-24,Tax Accountant,Property,Mass Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,No,3,,,,,,,,,,,,
3675,Samuele,Heller,Male,88,1999-12-17,Analog Circuit Design manager,Property,Affluent Customer,N,á ,Yes,1,,,,,,,,,,,,
3676,Derk,Willingale,Male,27,1965-12-15,Health Coach I,Health,Affluent Customer,N,ã,No,11,,,,,,,,,,,,
3677,Bartel,Fonteyne,Male,3,1986-07-11,Senior Financial Analyst,Financial Services,Mass Customer,N,â«testâ«,Yes,20,,,,,,,,,,,,
3678,Tonya,Worthington,Female,52,1969-08-06,Engineer IV,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,19,,,,,,,,,,,,
3679,Murielle,Klimkov,Female,72,1992-05-05,Developer II,n/a,High Net Worth,N,-1,No,6,,,,,,,,,,,,
3680,Sawyere,Onele,Male,17,1983-08-11,Accountant I,Retail,High Net Worth,N,0,No,3,,,,,,,,,,,,
3681,Doll,Benedicto,Female,90,1962-02-06,Community Outreach Specialist,Property,Mass Customer,N,â£,Yes,20,,,,,,,,,,,,
3682,Dukie,Asson,Male,94,1978-06-15,GIS Technical Architect,Financial Services,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ,Yes,11,,,,,,,,,,,,
3683,Lorain,Maliphant,Female,67,1957-03-30,Chief Design Engineer,n/a,Mass Customer,N,ð,Yes,11,,,,,,,,,,,,
3684,Jeffie,Mortell,Male,13,1974-04-25,Food Chemist,Health,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ,Yes,4,,,,,,,,,,,,
3685,Solomon,Ruffles,Male,86,1989-06-12,Human Resources Manager,Financial Services,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,16,,,,,,,,,,,,
3686,Shirley,Siss,Female,20,1976-08-06,,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,15,,,,,,,,,,,,
3687,Jessie,Wards,Male,84,1971-10-14,Software Engineer III,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,14,,,,,,,,,,,,
3688,Fritz,Le Merchant,Male,87,1994-04-27,General Manager,IT,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,5,,,,,,,,,,,,
3689,Orel,Joncic,Female,26,1967-09-25,,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7,,,,,,,,,,,,
3690,Sheela,Nutton,Female,86,1957-05-11,Chemical Engineer,Manufacturing,Mass Customer,N,"'""''''""",No,17,,,,,,,,,,,,
3691,Mathew,Seid,Male,73,1973-08-16,Environmental Tech,Retail,Affluent Customer,N,â£,No,11,,,,,,,,,,,,
3692,Linea,Kubica,Female,47,1961-11-05,Business Systems Development Analyst,n/a,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,6,,,,,,,,,,,,
3693,Brenna,Raft,Female,58,1985-01-19,,Manufacturing,Affluent Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,Yes,21,,,,,,,,,,,,
3694,Antoni,MacAllister,Male,91,1984-04-19,,Health,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,10,,,,,,,,,,,,
3695,Lem,Clamp,Male,33,1978-02-27,Account Coordinator,Entertainment,Affluent Customer,N,á ,Yes,3,,,,,,,,,,,,
3696,Orlan,Dunning,Male,27,1962-12-11,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,15,,,,,,,,,,,,
3697,Zebedee,Christal,Male,47,1978-10-10,Recruiting Manager,n/a,Mass Customer,N,ð©ð½,Yes,8,,,,,,,,,,,,
3698,Devon,Baudic,Female,49,1995-10-03,Geological Engineer,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,4,,,,,,,,,,,,
3699,Lillian,Somerfield,Female,40,1990-10-08,Recruiting Manager,Manufacturing,Mass Customer,N,(ï½¡â â âï½¡),No,5,,,,,,,,,,,,
3700,Lazar,Restall,Male,64,1971-09-06,Associate Professor,Entertainment,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,19,,,,,,,,,,,,
3701,Anstice,Dunsmuir,Female,93,1974-01-20,Physical Therapy Assistant,n/a,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,9,,,,,,,,,,,,
3702,Floyd,Meharry,Male,74,1993-02-18,Biostatistician IV,Health,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10,,,,,,,,,,,,
3703,Kelvin,Oldford,Male,37,1973-06-18,Teacher,Property,Affluent Customer,N,Ù¡Ù¢Ù£,No,9,,,,,,,,,,,,
3704,Haslett,Ropars,Male,54,1975-05-08,Health Coach III,Health,High Net Worth,N,á,Yes,6,,,,,,,,,,,,
3705,Tedmund,Clawsley,Male,26,1971-12-04,,Manufacturing,Mass Customer,N,"__ï¾(,_,*)",Yes,15,,,,,,,,,,,,
3706,Darby,Jellett,Male,20,1966-04-03,Assistant Professor,Argiculture,Affluent Customer,N,ç¤¾æç§å,Yes,10,,,,,,,,,,,,
3707,Marten,Posnette,Male,10,1993-05-16,Senior Editor,Retail,Mass Customer,N,1.00E+02,Yes,4,,,,,,,,,,,,
3708,Lois,Laskey,Female,72,1963-05-15,Cost Accountant,Financial Services,Mass Customer,N,-1.00E+02,No,19,,,,,,,,,,,,
3709,Lilly,Roubay,Female,31,1955-03-31,GIS Technical Architect,Health,Mass Customer,N,â©testâ©,No,8,,,,,,,,,,,,
3710,Sallyann,Stangoe,Female,12,1974-08-22,Physical Therapy Assistant,n/a,Mass Customer,N,"'""''''""",No,13,,,,,,,,,,,,
3711,Ellene,Scinelli,Female,61,1961-05-04,Associate Professor,Manufacturing,Affluent Customer,N,0/0,Yes,9,,,,,,,,,,,,
3712,Esmeralda,Klousner,Female,22,1957-07-12,Recruiting Manager,Financial Services,Mass Customer,N,â¦testâ§,No,19,,,,,,,,,,,,
3713,Cynthy,Snoad,Female,72,1993-02-03,,Telecommunications,High Net Worth,N,á ,Yes,8,,,,,,,,,,,,
3714,Lemuel,Gerram,Male,83,1962-03-30,VP Sales,Manufacturing,Mass Customer,N,1/0,No,6,,,,,,,,,,,,
3715,Willow,Rusbridge,Female,19,1974-11-08,Computer Systems Analyst I,Argiculture,High Net Worth,N,"<>?:""{}|_+",Yes,10,,,,,,,,,,,,
3716,Kari,Bamlett,Female,81,1998-08-24,,Retail,Affluent Customer,N,ã,No,1,,,,,,,,,,,,
3717,Arlin,Woollacott,Male,88,1958-12-07,Senior Financial Analyst,Financial Services,Mass Customer,N,Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ,Yes,18,,,,,,,,,,,,
3718,Damiano,,U,22,,Geologist IV,IT,Mass Customer,N,,Yes,,,,,,,,,,,,,
